CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
All Particles,10/13/20,10:02:21,1341,796.74,936.30,1.18,883.56,843.85,1221.78,2731.07,2724.04,0.00,897.39,936.30,796.74,849.74,682.77,682.77,965.58,667.38,6583.15,6734.48,214.53,863.71,585900.00,0.00,585900.00,598900.00,230400000.00,0.00,89.00,87.00,67.10,75.81,0.25,100.00,1.18,1.00,1.34,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1342,720.17,868.78,1.21,834.39,763.68,1131.11,2506.81,2491.18,0.00,855.86,868.78,720.17,747.40,626.70,626.70,886.29,587.01,6142.50,6220.25,196.03,790.99,491400.00,0.00,491400.00,502400.00,230400000.00,0.00,80.00,79.00,45.29,30.16,0.21,100.00,1.21,1.00,1.46,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1342,760.16,895.93,1.18,864.70,800.84,1178.58,2610.12,2603.57,0.00,864.70,895.93,760.16,805.81,652.53,652.53,922.82,632.88,6686.25,6219.77,204.93,825.26,534900.00,0.00,534900.00,547250.00,230400000.00,0.00,80.00,86.00,176.09,5.97,0.23,100.00,1.18,1.00,1.37,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1342,766.29,874.31,1.14,856.15,807.69,1177.01,2582.64,2569.19,0.00,857.26,874.31,766.29,799.13,645.66,645.66,913.10,627.64,6264.29,6339.76,203.75,818.52,526200.00,0.00,526200.00,538050.00,230400000.00,0.00,84.00,83.00,115.06,106.96,0.23,100.00,1.14,1.00,1.37,0.77,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1343,758.49,924.26,1.22,860.00,800.00,1174.56,2656.06,2643.39,0.00,909.73,924.26,758.49,786.08,664.01,664.01,939.06,617.38,6328.74,6882.50,207.30,837.28,550600.00,0.00,550600.00,561650.00,230400000.00,0.00,87.00,80.00,110.13,123.34,0.24,100.00,1.22,1.00,1.47,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1343,767.09,922.37,1.20,880.00,780.00,1175.93,2664.98,2647.10,0.00,917.06,922.37,767.09,786.04,666.25,666.25,942.21,617.35,6314.77,7124.36,208.52,841.15,555700.00,0.00,555700.00,566150.00,230400000.00,0.00,88.00,78.00,92.37,117.96,0.24,100.00,1.20,1.00,1.49,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1343,699.11,896.05,1.28,810.00,750.00,1103.90,2524.69,2513.49,0.00,834.87,896.05,699.11,768.03,631.17,631.17,892.61,603.21,6074.07,6560.00,194.88,791.48,492000.00,0.00,492000.00,503600.00,230400000.00,0.00,81.00,75.00,93.64,108.87,0.21,100.00,1.28,1.00,1.38,0.81,1.02,1.00,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1343,738.09,921.17,1.25,854.23,805.02,1173.78,2622.18,2589.29,0.00,863.31,921.17,738.09,805.26,655.55,655.55,927.08,632.45,6433.73,6357.14,203.65,824.57,534000.00,0.00,534000.00,546000.00,230400000.00,0.00,83.00,84.00,156.03,18.23,0.23,100.00,1.25,1.00,1.37,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1343,720.83,890.06,1.23,830.00,780.00,1138.99,2544.31,2525.51,0.00,850.88,890.06,720.83,770.78,636.08,636.08,899.55,605.37,6298.75,5998.81,198.05,800.99,503900.00,0.00,503900.00,515100.00,230400000.00,0.00,80.00,84.00,12.25,23.55,0.22,100.00,1.23,1.00,1.41,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1343,796.10,932.10,1.17,892.81,817.43,1210.50,2723.04,2704.62,0.00,910.00,932.10,796.10,832.78,680.76,680.76,962.74,654.07,6776.74,6548.31,214.03,861.42,582800.00,0.00,582800.00,595200.00,230400000.00,0.00,86.00,89.00,15.04,157.38,0.25,100.00,1.17,1.00,1.39,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1344,764.51,957.96,1.25,918.64,807.22,1222.91,2722.65,2692.95,0.00,931.07,957.96,764.51,803.74,680.66,680.66,962.60,631.26,6930.12,6462.92,211.26,855.78,575200.00,0.00,575200.00,587750.00,230400000.00,0.00,83.00,89.00,32.14,24.09,0.25,100.00,1.25,1.00,1.47,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1344,740.24,894.93,1.21,844.84,800.56,1163.90,2579.99,2553.39,0.00,847.23,894.93,740.24,798.75,645.00,645.00,912.17,627.34,6268.67,6345.12,201.67,813.92,520300.00,0.00,520300.00,531500.00,230400000.00,0.00,83.00,82.00,48.73,78.42,0.23,100.00,1.21,1.00,1.35,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1344,758.99,901.51,1.19,844.52,800.30,1163.48,2617.90,2608.22,0.00,877.27,901.51,758.99,797.24,654.48,654.48,925.57,626.15,6397.62,6634.57,205.28,827.19,537400.00,0.00,537400.00,549300.00,230400000.00,0.00,84.00,81.00,97.72,65.77,0.23,100.00,1.19,1.00,1.40,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1344,738.79,874.29,1.18,827.78,792.45,1145.95,2542.74,2511.07,0.00,838.69,874.29,738.79,792.01,635.69,635.69,898.99,622.04,6112.05,6186.59,199.51,803.69,507300.00,0.00,507300.00,521700.00,230400000.00,0.00,83.00,82.00,145.35,140.81,0.22,100.00,1.18,1.00,1.35,0.77,1.01,1.00,0.99,0.99,0.97,0.00,0.00
All Particles,10/13/20,10:02:21,1345,717.81,879.97,1.23,853.93,762.00,1144.48,2522.69,2501.49,0.00,857.55,879.97,717.81,754.47,630.67,630.67,891.90,592.56,6050.00,6279.75,196.66,794.77,496100.00,0.00,496100.00,508150.00,230400000.00,0.00,82.00,79.00,125.46,121.65,0.22,100.00,1.23,1.00,1.45,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1346,699.00,872.87,1.25,818.41,761.43,1117.84,2484.15,2453.22,0.00,823.77,872.87,699.00,757.35,621.04,621.04,878.28,594.82,6065.82,5843.90,192.90,781.11,479200.00,0.00,479200.00,490000.00,230400000.00,0.00,79.00,82.00,5.53,10.49,0.21,100.00,1.25,1.00,1.38,0.74,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1346,755.49,888.49,1.18,854.73,801.27,1171.58,2590.81,2554.16,0.00,857.55,888.49,755.49,797.67,647.70,647.70,915.99,626.49,6276.19,6590.00,203.49,819.30,527200.00,0.00,527200.00,537250.00,230400000.00,0.00,84.00,80.00,83.70,58.35,0.23,100.00,1.18,1.00,1.37,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1346,809.43,965.83,1.19,919.88,844.52,1248.76,2799.37,2765.88,0.00,926.55,965.83,809.43,859.34,699.84,699.84,989.73,674.92,6747.25,6977.27,219.34,884.18,614000.00,0.00,614000.00,625350.00,230400000.00,0.00,91.00,88.00,67.17,34.89,0.27,100.00,1.19,1.00,1.37,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1346,780.50,929.52,1.19,872.10,834.03,1206.71,2696.28,2665.89,0.00,890.67,929.52,780.50,830.20,674.07,674.07,953.28,652.03,6549.43,6703.53,211.33,851.76,569800.00,0.00,569800.00,580750.00,230400000.00,0.00,87.00,85.00,52.12,28.87,0.25,100.00,1.19,1.00,1.37,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1347,617.22,2000.98,3.24,1580.44,879.20,1808.53,4651.72,4038.16,0.00,1586.19,2000.98,617.22,917.97,1781.32,544.54,1862.69,720.97,6298.70,6830.99,208.52,1111.32,970000.00,0.00,970000.00,1143600.00,230400000.00,0.00,154.00,142.00,74.25,76.14,0.42,100.00,3.24,3.27,2.20,0.63,1.33,0.79,0.75,0.56,0.85,0.00,0.00
All Particles,10/13/20,10:02:21,1347,752.25,924.99,1.23,892.52,771.27,1179.59,2648.54,2634.07,0.00,894.93,924.99,752.25,794.73,662.14,662.14,936.40,624.18,6140.45,6831.25,206.34,834.16,546500.00,0.00,546500.00,558600.00,230400000.00,0.00,89.00,80.00,71.99,71.77,0.24,100.00,1.23,1.00,1.43,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1347,745.62,861.49,1.16,810.00,800.00,1138.46,2531.00,2517.50,0.00,823.29,861.49,745.62,798.55,632.75,632.75,894.85,627.18,6152.44,6152.44,199.33,801.47,504500.00,0.00,504500.00,516350.00,230400000.00,0.00,82.00,82.00,34.93,49.93,0.22,100.00,1.16,1.00,1.31,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1348,731.80,832.19,1.14,796.22,774.54,1110.80,2461.75,2436.00,0.00,814.13,832.19,731.80,765.31,615.44,615.44,870.36,601.07,6132.05,6054.43,194.29,780.38,478300.00,0.00,478300.00,489350.00,230400000.00,0.00,78.00,79.00,18.24,62.18,0.21,100.00,1.14,1.00,1.35,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1348,692.18,884.59,1.28,815.19,776.82,1126.05,2495.17,2472.24,0.00,818.84,884.59,692.18,769.07,623.79,623.79,882.17,604.02,5864.63,6087.34,192.73,782.50,480900.00,0.00,480900.00,494600.00,230400000.00,0.00,82.00,79.00,126.90,118.44,0.21,100.00,1.28,1.00,1.36,0.76,1.02,1.00,0.99,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:02:21,1348,777.82,907.68,1.17,850.00,830.00,1188.02,2655.42,2629.09,0.00,873.67,907.68,777.82,825.88,663.86,663.86,938.83,648.64,6680.72,6523.53,208.82,840.24,554500.00,0.00,554500.00,566700.00,230400000.00,0.00,83.00,85.00,13.47,33.33,0.24,100.00,1.17,1.00,1.35,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1349,35.18,35.18,1.00,49.50,35.36,60.83,108.93,100.00,0.00,50.00,35.18,35.18,31.83,27.23,27.23,38.51,25.00,250.00,250.00,9.18,35.68,1000.00,0.00,1000.00,1250.00,230400000.00,0.00,4.00,4.00,47.75,53.13,0.00,100.00,1.00,1.00,2.00,0.62,0.97,0.84,1.00,1.00,0.80,0.00,0.00
All Particles,10/13/20,10:02:21,1349,739.67,937.98,1.27,876.85,792.24,1181.74,2653.58,2630.66,0.00,905.54,937.98,739.67,783.81,663.40,663.40,938.18,615.60,6054.44,6645.12,205.35,832.94,544900.00,0.00,544900.00,557450.00,230400000.00,0.00,90.00,82.00,73.39,96.34,0.24,100.00,1.27,1.00,1.47,0.76,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1349,725.12,922.02,1.27,880.35,782.81,1178.05,2605.75,2585.43,0.00,899.39,922.02,725.12,761.42,651.44,651.44,921.27,598.02,6403.66,6326.51,201.52,817.67,525100.00,0.00,525100.00,537850.00,230400000.00,0.00,82.00,83.00,44.21,48.15,0.23,100.00,1.27,1.00,1.50,0.77,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1349,726.30,898.78,1.24,834.78,777.67,1140.89,2567.02,2541.37,0.00,856.15,898.78,726.30,778.16,641.75,641.75,907.58,611.16,6573.08,6177.11,199.73,807.95,512700.00,0.00,512700.00,523250.00,230400000.00,0.00,78.00,83.00,178.05,157.33,0.22,100.00,1.24,1.00,1.40,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1350,745.89,922.81,1.24,908.02,801.10,1210.89,2635.88,2610.13,0.00,908.74,922.81,745.89,773.20,658.97,658.97,931.92,607.27,6286.05,6674.07,205.09,829.65,540600.00,0.00,540600.00,551850.00,230400000.00,0.00,86.00,81.00,112.07,114.03,0.23,100.00,1.24,1.00,1.50,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1350,721.36,884.47,1.23,828.35,778.19,1136.55,2535.41,2512.67,0.00,859.07,884.47,721.36,760.70,633.85,633.85,896.40,597.45,6263.75,6186.42,197.64,798.76,501100.00,0.00,501100.00,513250.00,230400000.00,0.00,80.00,81.00,46.79,24.78,0.22,100.00,1.23,1.00,1.44,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1350,732.45,884.98,1.21,844.01,794.41,1159.07,2551.93,2515.35,0.00,846.46,884.98,732.45,781.35,637.98,637.98,902.24,613.67,6208.54,6285.19,199.50,805.11,509100.00,0.00,509100.00,519450.00,230400000.00,0.00,82.00,81.00,108.67,104.36,0.22,100.00,1.21,1.00,1.38,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1350,769.62,928.43,1.21,897.66,812.03,1210.45,2678.94,2653.45,0.00,900.00,928.43,769.62,810.35,669.73,669.73,947.15,636.44,6602.35,6450.57,209.49,845.31,561200.00,0.00,561200.00,572800.00,230400000.00,0.00,85.00,87.00,143.57,143.13,0.24,100.00,1.21,1.00,1.41,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1350,787.73,920.83,1.17,883.88,820.24,1205.84,2691.93,2668.59,0.00,902.44,920.83,787.73,821.70,672.98,672.98,951.74,645.36,6548.28,6401.12,211.63,851.68,569700.00,0.00,569700.00,582400.00,230400000.00,0.00,87.00,89.00,33.68,12.80,0.25,100.00,1.17,1.00,1.40,0.74,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1350,750.87,892.60,1.19,876.81,777.82,1172.09,2591.15,2574.10,0.00,884.08,892.60,750.87,774.75,647.79,647.79,916.11,608.48,6498.77,6192.94,203.15,818.68,526400.00,0.00,526400.00,537950.00,230400000.00,0.00,81.00,85.00,36.94,37.65,0.23,100.00,1.19,1.00,1.45,0.77,1.01,0.99,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1351,720.02,856.76,1.19,817.88,765.49,1120.22,2486.10,2472.76,0.00,824.62,856.76,720.02,763.99,621.52,621.52,878.97,600.03,6211.54,6132.91,194.88,785.42,484500.00,0.00,484500.00,494800.00,230400000.00,0.00,78.00,79.00,170.10,140.91,0.21,100.00,1.19,1.00,1.37,0.80,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1351,733.38,868.24,1.18,820.00,750.00,1111.26,2524.71,2512.33,0.00,854.28,868.24,733.38,760.64,631.18,631.18,892.62,597.40,6098.78,6668.00,198.08,797.96,500100.00,0.00,500100.00,510350.00,230400000.00,0.00,82.00,75.00,92.15,115.67,0.22,100.00,1.18,1.00,1.43,0.81,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:21,1351,775.13,915.43,1.18,848.53,834.39,1190.04,2664.65,2643.03,0.00,875.73,915.43,775.13,828.59,666.16,666.16,942.10,650.77,6332.95,6556.47,209.15,842.36,557300.00,0.00,557300.00,569900.00,230400000.00,0.00,88.00,85.00,65.55,96.56,0.24,100.00,1.18,1.00,1.35,0.75,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1352,710.92,926.30,1.30,855.91,755.49,1141.64,2593.89,2574.28,0.00,907.08,926.30,710.92,743.52,648.47,648.47,917.08,583.96,5746.67,6546.84,199.39,811.49,517200.00,0.00,517200.00,529700.00,230400000.00,0.00,90.00,79.00,64.55,75.96,0.22,100.00,1.30,1.00,1.55,0.73,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1352,737.59,882.44,1.20,819.87,799.05,1144.84,2554.89,2535.66,0.00,847.23,882.44,737.59,783.50,638.72,638.72,903.29,615.36,6390.00,6390.00,200.09,806.77,511200.00,0.00,511200.00,521350.00,230400000.00,0.00,80.00,80.00,58.89,59.50,0.22,100.00,1.20,1.00,1.38,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1352,733.71,900.47,1.23,860.00,780.00,1161.03,2580.30,2565.21,0.00,889.55,900.47,733.71,758.96,645.07,645.07,912.27,596.09,5964.37,6568.35,201.10,812.82,518900.00,0.00,518900.00,530250.00,230400000.00,0.00,87.00,79.00,64.85,68.92,0.23,100.00,1.23,1.00,1.49,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,762.55,932.87,1.22,894.56,799.83,1199.99,2676.56,2656.02,0.00,914.17,932.87,762.55,793.75,669.14,669.14,946.31,623.41,6421.84,6651.19,208.74,843.42,558700.00,0.00,558700.00,569900.00,230400000.00,0.00,87.00,84.00,54.28,70.18,0.24,100.00,1.22,1.00,1.47,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,735.64,916.29,1.25,854.06,794.14,1166.22,2610.30,2579.04,0.00,864.06,916.29,735.64,798.81,652.58,652.58,922.88,627.39,6617.50,6302.38,202.81,821.01,529400.00,0.00,529400.00,542100.00,230400000.00,0.00,80.00,84.00,7.80,156.10,0.23,100.00,1.25,1.00,1.38,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,730.51,941.72,1.29,884.78,780.97,1180.14,2647.59,2618.75,0.00,898.28,941.72,730.51,782.21,661.90,661.90,936.07,614.34,6282.56,6839.24,204.07,829.42,540300.00,0.00,540300.00,551850.00,230400000.00,0.00,86.00,79.00,66.46,43.65,0.23,100.00,1.29,1.00,1.46,0.80,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,763.81,932.83,1.22,867.62,800.68,1180.61,2678.27,2671.35,0.00,896.27,932.83,763.81,814.14,669.57,669.57,946.91,639.43,6661.90,6287.64,208.94,844.10,559600.00,0.00,559600.00,573100.00,230400000.00,0.00,84.00,89.00,178.32,10.93,0.24,100.00,1.22,1.00,1.40,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,746.65,935.34,1.25,880.00,790.00,1182.58,2658.64,2636.96,0.00,908.02,935.34,746.65,784.05,664.66,664.66,939.97,615.79,6232.95,6943.04,206.31,835.69,548500.00,0.00,548500.00,559150.00,230400000.00,0.00,88.00,79.00,85.63,73.36,0.24,100.00,1.25,1.00,1.47,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,768.33,920.05,1.20,880.00,820.00,1202.83,2662.79,2641.07,0.00,890.51,920.05,768.33,810.55,665.70,665.70,941.44,636.60,6309.09,6770.73,208.50,840.77,555200.00,0.00,555200.00,566900.00,230400000.00,0.00,88.00,82.00,101.21,77.68,0.24,100.00,1.20,1.00,1.40,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1353,766.18,956.37,1.25,933.77,821.14,1243.46,2722.22,2699.61,0.00,934.08,956.37,766.18,801.43,680.55,680.55,962.45,629.44,6255.43,6933.73,211.41,856.01,575500.00,0.00,575500.00,587950.00,230400000.00,0.00,92.00,83.00,81.42,74.48,0.25,100.00,1.25,1.00,1.48,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1354,741.67,873.46,1.18,859.78,786.67,1165.37,2545.48,2531.25,0.00,866.08,873.46,741.67,764.38,636.37,636.37,899.96,600.35,6204.88,6440.51,199.88,804.88,508800.00,0.00,508800.00,519950.00,230400000.00,0.00,82.00,79.00,118.80,121.30,0.22,100.00,1.18,1.00,1.44,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1354,39.30,84.24,2.14,78.93,50.64,93.78,206.49,154.03,0.00,80.62,84.24,39.30,47.38,59.68,43.57,73.89,37.21,371.43,520.00,12.59,57.54,2600.00,0.00,2600.00,3000.00,230400000.00,0.00,7.00,5.00,103.59,119.74,0.00,100.00,2.14,1.37,2.17,0.74,1.14,0.93,0.88,0.77,0.87,0.00,0.00
All Particles,10/13/20,10:02:22,1354,741.59,910.13,1.23,855.60,806.10,1175.52,2607.99,2584.87,0.00,873.21,910.13,741.59,789.20,652.00,652.00,922.06,619.84,6544.44,6310.71,203.26,821.55,530100.00,0.00,530100.00,541250.00,230400000.00,0.00,81.00,84.00,32.01,23.63,0.23,100.00,1.23,1.00,1.41,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1355,724.29,897.94,1.24,835.56,800.07,1156.83,2562.75,2532.14,0.00,841.72,897.94,724.29,791.88,640.69,640.69,906.07,621.94,6385.00,6080.95,199.32,806.46,510800.00,0.00,510800.00,523500.00,230400000.00,0.00,80.00,84.00,8.40,166.95,0.22,100.00,1.24,1.00,1.35,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1355,762.79,910.54,1.19,860.00,790.00,1167.78,2638.69,2626.49,0.00,879.20,910.54,762.79,805.55,659.67,659.67,932.92,632.67,6270.11,6905.06,206.73,833.40,545500.00,0.00,545500.00,556250.00,230400000.00,0.00,87.00,79.00,91.29,109.26,0.24,100.00,1.19,1.00,1.39,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1355,754.73,881.64,1.17,846.84,785.24,1154.87,2578.11,2548.56,0.00,864.00,881.64,754.73,786.34,644.53,644.53,911.50,617.59,6221.43,6451.85,202.71,815.72,522600.00,0.00,522600.00,533600.00,230400000.00,0.00,84.00,81.00,104.80,106.13,0.23,100.00,1.17,1.00,1.40,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1355,772.38,956.11,1.24,877.57,838.55,1213.80,2730.40,2705.95,0.00,927.85,956.11,772.38,811.89,682.60,682.60,965.34,637.66,6666.67,6744.19,212.42,859.35,580000.00,0.00,580000.00,591650.00,230400000.00,0.00,87.00,86.00,136.11,120.43,0.25,100.00,1.24,1.00,1.46,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,756.43,960.95,1.27,865.80,823.29,1194.75,2716.72,2684.53,0.00,911.98,960.95,756.43,816.25,679.18,679.18,960.50,641.08,6205.43,6716.47,210.14,852.58,570900.00,0.00,570900.00,584650.00,230400000.00,0.00,92.00,85.00,98.73,86.23,0.25,100.00,1.27,1.00,1.42,0.75,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,743.51,909.67,1.22,840.02,804.58,1163.17,2609.89,2584.23,0.00,874.59,909.67,743.51,789.49,652.47,652.47,922.73,620.07,6558.02,6400.00,203.53,822.40,531200.00,0.00,531200.00,542300.00,230400000.00,0.00,81.00,83.00,140.76,128.97,0.23,100.00,1.22,1.00,1.41,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,744.92,872.57,1.17,830.00,780.00,1138.99,2548.64,2529.31,0.00,844.04,872.57,744.92,784.80,637.16,637.16,901.08,616.38,6150.60,6544.87,200.30,806.22,510500.00,0.00,510500.00,520250.00,230400000.00,0.00,83.00,78.00,69.68,76.29,0.22,100.00,1.17,1.00,1.37,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,748.85,906.75,1.21,860.00,790.00,1167.78,2612.41,2593.08,0.00,873.61,906.75,748.85,794.89,653.10,653.10,923.63,624.30,6129.89,6750.63,204.14,824.03,533300.00,0.00,533300.00,545400.00,230400000.00,0.00,87.00,79.00,84.57,74.05,0.23,100.00,1.21,1.00,1.40,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,772.91,909.00,1.18,887.16,824.16,1210.91,2650.57,2633.43,0.00,887.30,909.00,772.91,809.46,662.64,662.64,937.12,635.75,6416.28,6491.76,208.18,838.20,551800.00,0.00,551800.00,564100.00,230400000.00,0.00,86.00,85.00,35.99,39.97,0.24,100.00,1.18,1.00,1.40,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,780.39,956.08,1.23,899.28,841.11,1231.33,2741.57,2717.12,0.00,900.50,956.08,780.39,848.14,685.39,685.39,969.29,666.13,6511.11,6659.09,213.75,863.78,586000.00,0.00,586000.00,599850.00,230400000.00,0.00,90.00,88.00,109.74,119.98,0.25,100.00,1.23,1.00,1.35,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1356,738.34,875.68,1.19,830.00,760.00,1125.39,2544.46,2534.46,0.00,847.23,875.68,738.34,778.61,636.12,636.12,899.60,611.52,6681.58,6045.24,199.57,804.08,507800.00,0.00,507800.00,518100.00,230400000.00,0.00,76.00,84.00,174.48,149.50,0.22,100.00,1.19,1.00,1.39,0.81,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1357,733.88,917.61,1.25,909.63,778.75,1197.44,2610.16,2601.87,0.00,912.14,917.61,733.88,754.40,652.54,652.54,922.83,592.51,6010.23,6694.94,202.63,820.62,528900.00,0.00,528900.00,540450.00,230400000.00,0.00,88.00,79.00,65.53,74.74,0.23,100.00,1.25,1.00,1.54,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:02:22,1357,699.86,880.71,1.26,810.00,780.00,1124.50,2498.96,2478.85,0.00,818.84,880.71,699.86,769.53,624.74,624.74,883.51,604.39,5903.66,6206.41,193.72,785.10,484100.00,0.00,484100.00,494900.00,230400000.00,0.00,82.00,78.00,140.94,151.56,0.21,100.00,1.26,1.00,1.35,0.77,1.01,1.00,0.99,0.97,0.98,0.00,0.00
